,Date,Product_id,Quantity,Customer_id,Price,Total
82,17-01-2023,6,1,100234,38,38
83,11-06-2023,19,5,100101,74,370
84,25-07-2023,6,7,100122,38,266
85,18-05-2023,5,9,100074,41,369
86,03-02-2023,4,7,100369,45,315
87,19-04-2023,13,9,100040,64,576
88,18-10-2023,20,8,100560,87,696
89,11-06-2023,20,2,100206,87,174
90,19-04-2023,11,1,100342,21,21
91,02-12-2023,17,7,100202,37,259
92,13-09-2023,13,7,100692,64,448
93,22-07-2023,14,8,100338,14,112
94,26-11-2023,20,5,100257,87,435
95,23-08-2023,8,3,100310,23,69
96,15-03-2023,9,8,100764,96,768
97,16-05-2023,13,6,100836,64,384
98,13-03-2023,11,3,100787,21,63
99,07-05-2023,10,1,100700,79,79
100,15-10-2023,15,3,100866,13,39
101,03-10-2023,5,5,100282,41,205
102,15-05-2023,5,3,100196,41,123
103,27-10-2023,14,1,100723,14,14
104,08-08-2023,20,5,100619,87,435
105,26-10-2023,17,7,100142,37,259
106,24-07-2023,10,7,100876,79,553
107,05-07-2023,18,9,100771,39,351
108,23-04-2023,11,3,100734,21,63
109,12-03-2023,18,7,100758,39,273
110,18-09-2023,7,1,100557,27,27
111,10-09-2023,7,4,100935,27,108
112,16-02-2023,7,4,100268,27,108
113,25-01-2023,20,5,100009,87,435
114,26-02-2023,10,7,100789,79,553
115,20-03-2023,12,7,100307,85,595
116,18-11-2023,5,4,100289,41,164
117,23-03-2023,6,7,100843,38,266
118,15-12-2023,17,3,100355,37,111
119,05-08-2023,18,6,100802,39,234
120,02-11-2023,11,2,100414,21,42
121,02-02-2023,4,9,100969,45,405
122,17-07-2023,12,5,100416,85,425
123,15-07-2023,18,6,100842,39,234
124,02-11-2023,16,4,100594,21,84
125,28-08-2023,19,7,100776,74,518
126,28-09-2023,19,9,100672,74,666
127,09-05-2023,14,7,100013,14,98
128,11-10-2023,18,1,100484,39,39
129,06-01-2023,10,1,100670,79,79
130,15-12-2023,14,9,100525,14,126
131,28-02-2023,1,9,100780,91,819
132,16-12-2023,17,4,100975,37,148
133,02-10-2023,4,9,100153,45,405
134,17-05-2023,1,3,100887,91,273
135,25-11-2023,13,7,100408,64,448
136,24-06-2023,5,6,100234,41,246
137,27-02-2023,2,8,100233,24,192
138,31-05-2023,2,9,100741,24,216
139,11-08-2023,7,5,100768,27,135
140,22-03-2023,9,1,100215,96,96
141,21-08-2023,6,3,100486,38,114
142,02-01-2023,10,8,100240,79,632
143,15-05-2023,9,6,100529,96,576
144,14-09-2023,5,8,100602,41,328
145,02-04-2023,2,9,100805,24,216
146,17-09-2023,10,4,100566,79,316
147,24-02-2023,7,1,100776,27,27
148,17-11-2023,18,1,100480,39,39
149,02-06-2023,2,4,100740,24,96
150,24-11-2023,12,7,100834,85,595
151,17-09-2023,15,2,100473,13,26
152,08-11-2023,4,3,100349,45,135
153,12-04-2023,20,1,100811,87,87
154,20-03-2023,18,5,100088,39,195
155,11-07-2023,8,1,100321,23,23
156,24-03-2023,18,8,100867,39,312
157,04-10-2023,13,1,100193,64,64
158,29-09-2023,8,1,100440,23,23
159,01-01-2023,17,2,100789,37,74
160,03-11-2023,10,2,100965,79,158
161,15-06-2023,2,6,100715,24,144
162,08-09-2023,13,7,100428,64,448
163,10-01-2023,13,5,100215,64,320
164,27-02-2023,14,1,100450,14,14
165,05-07-2023,11,1,100461,21,21
166,07-06-2023,18,3,100874,39,117
167,03-05-2023,2,2,100572,24,48
168,30-01-2023,1,5,100031,91,455
169,04-05-2023,9,6,100384,96,576
170,18-10-2023,7,7,100143,27,189
171,10-02-2023,20,4,100592,87,348
172,13-02-2023,15,7,100895,13,91
173,06-09-2023,8,8,100132,23,184
174,05-02-2023,12,1,100313,85,85
175,30-09-2023,19,6,100966,74,444
176,06-03-2023,18,8,100756,39,312
177,07-03-2023,20,5,100010,87,435
178,04-12-2023,7,4,100512,27,108
179,01-09-2023,7,2,100830,27,54
180,09-10-2023,10,6,100675,79,474
181,26-03-2023,15,6,100855,13,78
182,16-05-2023,6,1,100364,38,38
183,28-09-2023,3,9,100348,13,117
184,07-11-2023,6,6,100231,38,228
185,05-08-2023,6,3,100430,38,114
186,19-04-2023,17,4,100436,37,148
187,04-10-2023,4,4,100703,45,180
188,20-12-2023,13,3,100771,64,192
189,13-04-2023,2,3,100414,24,72
190,09-06-2023,14,3,100782,14,42
191,24-07-2023,9,4,100798,96,384
192,10-12-2023,18,7,100708,39,273
193,29-11-2023,9,4,100551,96,384
194,11-07-2023,5,9,100307,41,369
195,13-08-2023,6,1,100334,38,38
196,22-09-2023,19,8,100602,74,592
197,20-08-2023,9,7,100024,96,672
198,03-03-2023,1,2,100582,91,182
199,07-05-2023,11,8,100805,21,168
200,26-04-2023,15,1,100033,13,13
201,02-02-2023,5,9,100945,41,369
202,23-06-2023,2,9,100143,24,216
203,11-01-2023,5,2,100158,41,82
204,29-10-2023,11,7,100976,21,147
205,11-10-2023,20,3,100339,87,261
206,28-04-2023,2,7,100582,24,168
207,29-10-2023,20,9,100645,87,783
208,23-04-2023,10,4,100819,79,316
209,04-01-2023,16,1,100618,21,21
210,06-02-2023,19,2,100936,74,148
211,29-12-2023,18,1,100623,39,39
212,20-11-2023,12,5,100588,85,425
213,31-01-2023,3,5,100888,13,65
214,28-04-2023,11,7,100401,21,147
215,04-02-2023,17,9,100391,37,333
216,17-01-2023,8,9,100210,23,207
217,19-06-2023,6,3,100972,38,114
218,06-02-2023,17,3,100401,37,111
219,21-09-2023,3,3,100066,13,39
220,02-05-2023,17,4,100548,37,148
221,23-05-2023,6,8,100396,38,304
222,09-12-2023,14,6,100193,14,84
223,06-09-2023,18,8,100487,39,312
224,20-04-2023,18,1,100112,39,39
225,04-10-2023,13,8,100337,64,512
226,09-03-2023,3,4,100584,13,52
227,20-10-2023,12,1,100986,85,85
228,23-10-2023,8,8,100463,23,184
229,31-08-2023,7,4,100655,27,108
230,05-05-2023,11,6,100917,21,126
231,31-08-2023,11,8,100312,21,168
232,28-07-2023,12,4,100096,85,340
233,08-04-2023,10,3,100176,79,237
234,18-02-2023,7,9,100107,27,243
235,19-02-2023,20,3,100692,87,261
236,04-12-2023,17,9,100567,37,333
237,09-08-2023,16,2,100182,21,42
238,01-07-2023,18,2,100033,39,78
239,05-08-2023,1,2,100847,91,182
240,30-07-2023,4,6,100706,45,270
241,28-08-2023,12,3,100618,85,255
242,28-01-2023,15,9,100501,13,117
243,11-12-2023,8,4,100028,23,92
244,01-12-2023,20,1,100192,87,87
245,27-11-2023,20,4,100204,87,348
246,20-02-2023,8,1,100072,23,23
247,01-02-2023,2,5,100934,24,120
248,26-07-2023,11,4,100987,21,84
249,23-06-2023,13,8,100396,64,512
250,25-02-2023,4,8,100291,45,360
251,08-05-2023,13,7,100211,64,448
252,09-04-2023,9,3,100239,96,288
253,08-04-2023,18,1,100299,39,39
254,02-10-2023,10,1,100676,79,79
255,18-08-2023,1,3,100537,91,273
256,13-03-2023,17,6,100072,37,222
257,05-08-2023,12,7,100466,85,595
258,04-04-2023,17,6,100059,37,222
259,23-05-2023,17,6,100378,37,222
260,25-08-2023,15,6,100531,13,78
261,08-05-2023,16,3,100012,21,63
262,08-02-2023,2,6,100176,24,144
263,15-08-2023,10,8,100335,79,632
264,09-10-2023,7,2,100881,27,54
265,20-02-2023,11,5,100932,21,105
266,26-01-2023,17,1,100421,37,37
267,30-11-2023,3,1,100401,13,13
268,04-10-2023,4,5,100161,45,225
269,08-01-2023,6,3,100114,38,114
270,17-02-2023,18,4,100133,39,156
271,02-05-2023,18,3,100550,39,117
272,27-03-2023,1,1,100429,91,91
273,28-07-2023,3,1,100490,13,13
274,06-09-2023,7,5,100761,27,135
275,04-09-2023,7,6,100071,27,162
276,20-04-2023,14,3,100399,14,42
277,25-07-2023,4,9,100979,45,405
278,31-01-2023,7,5,100926,27,135
279,26-03-2023,18,8,100887,39,312
280,14-07-2023,14,1,100212,14,14
281,02-01-2023,3,5,100134,13,65
282,19-07-2023,5,3,100892,41,123
283,16-05-2023,1,1,100211,91,91
284,21-08-2023,15,4,100318,13,52
285,27-05-2023,11,5,100443,21,105
286,05-08-2023,2,7,100838,24,168
287,23-12-2023,3,1,100727,13,13
288,12-10-2023,3,3,100681,13,39
289,05-12-2023,2,2,100487,24,48
290,07-09-2023,6,9,100163,38,342
291,21-03-2023,9,6,100619,96,576
292,08-04-2023,18,3,100589,39,117
293,01-06-2023,3,8,100962,13,104
294,22-04-2023,19,8,100318,74,592
295,30-01-2023,8,2,100602,23,46
296,24-10-2023,9,6,100208,96,576
297,05-10-2023,14,7,100515,14,98
298,01-02-2023,13,2,100734,64,128
299,10-06-2023,15,2,100702,13,26
300,30-01-2023,13,1,100470,64,64
301,26-01-2023,14,8,100283,14,112
302,27-10-2023,11,1,100207,21,21
303,02-09-2023,1,9,100008,91,819
304,15-09-2023,13,6,100147,64,384
305,29-09-2023,4,7,100457,45,315
306,22-03-2023,18,7,100066,39,273
307,30-01-2023,1,3,100845,91,273
308,18-09-2023,20,2,100409,87,174
309,11-02-2023,3,9,100620,13,117
310,06-04-2023,19,8,100827,74,592
311,05-02-2023,2,7,100253,24,168
312,01-11-2023,3,9,100539,13,117
313,04-02-2023,12,4,100337,85,340
314,12-12-2023,17,4,100933,37,148
315,01-05-2023,4,1,100583,45,45
316,26-07-2023,10,8,100901,79,632
317,03-03-2023,10,3,100503,79,237
318,19-10-2023,20,7,100472,87,609
319,07-05-2023,3,2,100474,13,26
320,24-10-2023,10,2,100590,79,158
321,01-11-2023,15,7,100041,13,91
322,21-01-2023,13,6,100755,64,384
323,14-11-2023,13,3,100094,64,192
324,11-02-2023,1,9,100295,91,819
325,03-08-2023,16,6,100662,21,126
326,03-12-2023,6,6,100903,38,228
327,26-10-2023,18,1,100941,39,39
328,17-10-2023,8,4,100468,23,92
329,25-09-2023,5,6,100356,41,246
330,11-06-2023,13,6,100718,64,384
331,14-05-2023,18,5,100863,39,195
332,15-04-2023,10,1,100729,79,79
333,09-12-2023,5,8,100812,41,328
334,10-06-2023,10,5,100305,79,395
335,03-05-2023,12,5,100401,85,425
336,16-05-2023,1,7,100628,91,637
337,22-07-2023,18,4,100844,39,156
338,09-03-2023,18,6,100830,39,234
339,10-12-2023,5,4,100871,41,164
340,27-11-2023,4,3,100180,45,135
341,03-06-2023,2,7,100426,24,168
342,23-08-2023,1,8,100256,91,728
343,11-06-2023,19,4,100184,74,296
344,07-02-2023,20,2,100922,87,174
345,05-01-2023,13,3,100633,64,192
346,23-08-2023,18,1,100751,39,39
347,15-11-2023,18,8,100443,39,312
348,16-10-2023,3,3,100469,13,39
349,21-02-2023,10,7,100394,79,553
350,07-02-2023,7,5,100933,27,135
351,03-10-2023,12,5,100675,85,425
352,20-04-2023,7,7,100188,27,189
353,17-09-2023,14,9,100716,14,126
354,16-05-2023,17,5,100583,37,185
355,09-03-2023,5,1,100098,41,41
356,28-06-2023,6,1,100403,38,38
357,05-02-2023,6,2,100716,38,76
358,06-05-2023,8,6,100969,23,138
359,09-07-2023,20,9,100045,87,783
360,26-05-2023,9,8,100246,96,768
361,22-03-2023,7,5,100907,27,135
362,13-08-2023,4,1,100892,45,45
363,06-10-2023,6,7,100162,38,266
364,27-12-2023,19,5,100281,74,370
365,04-06-2023,2,6,100904,24,144
366,10-11-2023,18,7,100644,39,273
367,01-12-2023,15,3,100551,13,39
368,28-09-2023,18,3,100299,39,117
369,05-01-2023,3,5,100683,13,65
370,08-12-2023,10,6,100939,79,474
371,11-10-2023,3,9,100069,13,117
372,03-06-2023,9,5,100715,96,480
373,06-12-2023,4,1,100744,45,45
374,23-02-2023,7,4,100740,27,108
375,10-03-2023,19,5,100924,74,370
376,16-05-2023,16,5,100223,21,105
377,01-03-2023,11,7,100931,21,147
378,24-02-2023,12,4,100506,85,340
379,11-10-2023,5,1,100422,41,41
380,21-03-2023,8,5,100781,23,115
381,20-05-2023,4,7,100567,45,315
382,25-05-2023,10,6,100125,79,474
383,06-11-2023,20,5,100378,87,435
384,18-04-2023,3,4,100079,13,52
385,25-06-2023,7,2,100774,27,54
386,15-04-2023,11,4,100108,21,84
387,18-12-2023,16,3,100517,21,63
388,21-11-2023,15,1,100785,13,13
389,16-05-2023,11,8,100799,21,168
390,16-09-2023,20,5,100334,87,435
391,08-09-2023,10,4,100420,79,316
392,09-05-2023,19,8,100462,74,592
393,27-01-2023,5,7,100169,41,287
394,17-02-2023,19,2,100259,74,148
395,21-11-2023,19,1,100213,74,74
396,05-08-2023,12,4,100519,85,340
397,22-05-2023,11,8,100046,21,168
398,23-01-2023,14,2,100474,14,28
399,02-01-2023,6,3,100028,38,114
400,20-06-2023,1,1,100075,91,91
401,08-03-2023,11,1,100655,21,21
402,23-11-2023,8,3,100712,23,69
403,15-05-2023,8,5,100692,23,115
404,24-03-2023,14,3,100768,14,42
405,15-08-2023,9,1,100473,96,96
406,10-10-2023,12,1,100391,85,85
407,28-12-2023,5,8,100352,41,328
408,07-08-2023,11,2,100764,21,42
409,15-10-2023,16,3,100409,21,63
410,05-01-2023,15,2,100877,13,26
411,27-02-2023,15,3,100200,13,39
412,08-02-2023,12,7,100407,85,595
413,20-12-2023,10,1,100039,79,79
414,18-03-2023,16,8,100011,21,168
415,07-10-2023,18,2,100257,39,78
416,19-01-2023,4,3,100118,45,135
417,09-07-2023,6,9,100727,38,342
418,26-10-2023,20,7,100940,87,609
419,10-10-2023,3,4,100140,13,52
420,17-03-2023,9,5,100335,96,480
421,09-08-2023,5,2,100687,41,82
422,07-03-2023,18,8,100767,39,312
423,22-01-2023,7,4,100476,27,108
424,07-06-2023,9,9,100497,96,864
425,06-07-2023,3,5,100473,13,65
426,21-01-2023,3,9,100070,13,117
427,03-07-2023,1,4,100085,91,364
428,18-04-2023,17,5,100562,37,185
429,16-12-2023,1,9,100673,91,819
430,08-05-2023,19,8,100249,74,592
431,08-12-2023,19,3,100731,74,222
432,22-02-2023,13,1,100973,64,64
433,01-07-2023,19,3,100449,74,222
434,14-10-2023,7,4,100144,27,108
435,28-07-2023,2,2,100483,24,48
436,14-11-2023,18,1,100841,39,39
437,21-03-2023,9,7,100286,96,672
438,02-05-2023,18,8,100862,39,312
439,25-03-2023,18,7,100166,39,273
440,01-04-2023,16,5,100175,21,105
441,31-07-2023,5,1,100859,41,41
442,13-01-2023,12,7,100019,85,595
443,02-04-2023,13,7,100622,64,448
444,20-06-2023,8,9,100103,23,207
445,30-07-2023,19,3,100182,74,222
446,09-12-2023,10,9,100302,79,711
447,08-05-2023,5,1,100128,41,41
448,17-05-2023,15,1,100548,13,13
449,23-03-2023,17,4,100760,37,148
450,26-12-2023,17,9,100401,37,333
451,25-02-2023,3,6,100173,13,78
452,15-07-2023,13,3,100080,64,192
453,20-01-2023,12,1,100688,85,85
454,29-08-2023,17,4,100782,37,148
455,24-04-2023,1,9,100012,91,819
456,13-04-2023,8,3,100694,23,69
457,24-08-2023,20,9,100280,87,783
458,29-06-2023,6,7,100158,38,266
459,06-06-2023,17,4,100452,37,148
460,27-04-2023,5,3,100367,41,123
461,25-04-2023,15,5,100183,13,65
462,13-01-2023,6,5,100222,38,190
463,04-12-2023,6,3,100732,38,114
464,09-04-2023,19,9,100036,74,666
465,24-07-2023,19,4,100915,74,296
466,18-06-2023,5,5,100692,41,205
467,23-05-2023,16,4,100546,21,84
468,05-02-2023,12,5,100222,85,425
469,23-05-2023,2,7,100453,24,168
470,29-06-2023,8,9,100714,23,207
471,25-11-2023,16,7,100049,21,147
472,18-09-2023,8,5,100857,23,115
473,24-07-2023,3,7,100651,13,91
474,14-12-2023,9,5,100831,96,480
475,02-10-2023,12,3,100536,85,255
476,19-06-2023,8,7,100657,23,161
477,15-01-2023,2,2,100679,24,48
478,01-03-2023,7,9,100734,27,243
479,14-05-2023,17,1,100676,37,37
480,02-04-2023,12,6,100919,85,510
481,25-10-2023,13,7,100106,64,448
482,16-05-2023,16,8,100400,21,168
483,20-01-2023,15,9,100707,13,117
484,25-02-2023,2,2,100316,24,48
485,02-11-2023,2,2,100455,24,48
486,11-08-2023,11,5,100054,21,105
487,26-06-2023,4,5,100613,45,225
488,10-06-2023,17,6,100005,37,222
489,12-08-2023,9,3,100050,96,288
490,07-11-2023,9,8,100791,96,768
491,19-09-2023,19,1,100387,74,74
492,01-03-2023,18,6,100786,39,234
493,17-07-2023,19,4,100207,74,296
494,23-10-2023,6,1,100952,38,38
495,08-04-2023,13,7,100256,64,448
496,11-05-2023,13,9,100384,64,576
497,23-01-2023,12,4,100931,85,340
498,29-12-2023,19,4,100245,74,296
499,12-08-2023,3,6,100205,13,78
500,01-01-2023,17,3,100094,37,111
501,24-09-2023,9,6,100017,96,576
502,03-10-2023,13,7,100432,64,448
503,18-12-2023,8,3,100029,23,69
504,10-12-2023,17,7,100015,37,259
505,11-04-2023,13,3,100346,64,192
506,06-07-2023,12,2,100841,85,170
507,09-08-2023,12,4,100197,85,340
508,05-02-2023,16,8,100697,21,168
509,07-12-2023,16,9,100686,21,189
510,19-06-2023,20,7,100065,87,609
511,16-11-2023,1,1,100226,91,91
512,10-06-2023,17,3,100982,37,111
513,06-12-2023,5,9,100904,41,369
514,05-03-2023,15,1,100099,13,13
515,03-06-2023,6,9,100817,38,342
516,17-09-2023,8,8,100856,23,184
517,08-06-2023,3,1,100851,13,13
518,08-12-2023,17,6,100681,37,222
519,29-07-2023,9,5,100172,96,480
520,17-06-2023,7,6,100742,27,162
521,26-07-2023,5,5,100172,41,205
522,23-12-2023,6,6,100046,38,228
523,01-06-2023,6,5,100426,38,190
524,11-10-2023,12,5,100525,85,425
525,07-03-2023,20,4,100111,87,348
526,09-04-2023,4,3,100836,45,135
527,04-08-2023,8,3,100335,23,69
528,07-12-2023,14,4,100331,14,56
529,14-07-2023,11,9,100576,21,189
530,13-12-2023,4,2,100642,45,90
531,31-03-2023,16,9,100195,21,189
532,12-11-2023,16,1,100640,21,21
533,19-10-2023,16,1,100213,21,21
534,04-06-2023,7,5,100957,27,135
535,27-07-2023,19,6,100555,74,444
536,08-10-2023,6,6,100405,38,228
537,01-01-2023,14,3,100962,14,42
538,05-06-2023,1,7,100439,91,637
539,27-05-2023,8,9,100124,23,207
540,18-04-2023,2,8,100238,24,192
541,09-08-2023,5,6,100219,41,246
542,24-10-2023,19,8,100109,74,592
543,07-11-2023,19,5,100366,74,370
544,02-12-2023,6,8,100332,38,304
545,14-06-2023,5,4,100178,41,164
546,27-08-2023,17,8,100016,37,296
547,15-08-2023,2,2,100412,24,48
548,15-08-2023,19,5,100670,74,370
549,12-12-2023,5,9,100324,41,369
550,20-04-2023,2,4,100013,24,96
551,19-09-2023,6,6,100399,38,228
552,31-08-2023,9,1,100218,96,96
553,28-03-2023,6,9,100470,38,342
554,04-12-2023,17,1,100226,37,37
555,13-02-2023,13,5,100068,64,320
556,26-05-2023,20,4,100674,87,348
557,21-09-2023,19,3,100835,74,222
558,06-12-2023,1,6,100286,91,546
559,21-11-2023,10,2,100666,79,158
560,14-11-2023,3,3,100639,13,39
561,21-06-2023,7,5,100378,27,135
562,17-02-2023,15,9,100045,13,117
563,01-05-2023,20,2,100069,87,174
564,11-12-2023,16,8,100907,21,168
565,08-06-2023,16,2,100224,21,42
566,26-04-2023,6,5,100421,38,190
567,12-04-2023,8,7,100309,23,161
568,17-03-2023,14,8,100786,14,112
569,13-01-2023,20,1,100614,87,87
570,24-01-2023,5,6,100512,41,246
571,06-05-2023,19,1,100105,74,74
572,01-09-2023,6,2,100730,38,76
573,09-11-2023,20,1,100550,87,87
574,07-02-2023,17,5,100811,37,185
575,22-08-2023,9,9,100945,96,864
576,01-08-2023,6,6,100871,38,228
577,19-11-2023,11,1,100583,21,21
578,22-10-2023,15,1,100176,13,13
579,10-04-2023,20,2,100258,87,174
580,23-12-2023,19,9,100983,74,666
581,16-07-2023,3,3,100098,13,39
582,11-09-2023,8,1,100615,23,23
583,24-07-2023,13,5,100333,64,320
584,05-05-2023,13,7,100647,64,448
585,17-03-2023,5,6,100714,41,246
586,02-12-2023,4,1,100398,45,45
587,19-12-2023,1,5,100695,91,455
588,03-01-2023,7,5,100947,27,135
589,24-02-2023,17,6,100996,37,222
590,06-08-2023,17,3,100790,37,111
591,23-04-2023,14,5,100711,14,70
592,01-04-2023,5,7,100137,41,287
593,23-12-2023,20,5,100341,87,435
594,23-09-2023,4,5,100180,45,225
595,26-08-2023,6,5,100651,38,190
596,26-01-2023,16,3,100780,21,63
597,13-10-2023,20,1,100906,87,87
598,08-05-2023,20,5,100705,87,435
599,04-03-2023,2,9,100326,24,216
600,22-08-2023,18,1,100872,39,39
601,10-03-2023,17,3,100683,37,111
602,26-08-2023,4,4,100494,45,180
603,08-12-2023,3,1,100070,13,13
604,29-09-2023,16,1,100344,21,21
605,14-10-2023,5,8,100019,41,328
606,01-11-2023,20,2,100624,87,174
607,12-06-2023,18,8,100934,39,312
608,15-08-2023,1,7,100600,91,637
609,10-11-2023,14,2,100460,14,28
610,16-09-2023,17,6,100392,37,222
611,07-08-2023,14,6,100524,14,84
612,08-10-2023,12,3,100656,85,255
613,17-08-2023,2,2,100760,24,48
614,23-03-2023,17,1,100239,37,37
615,01-09-2023,14,6,100516,14,84
616,19-08-2023,8,5,100602,23,115
617,13-05-2023,16,9,100722,21,189
618,07-05-2023,13,1,100014,64,64
619,23-11-2023,12,7,100239,85,595
620,22-05-2023,19,5,100022,74,370
621,24-09-2023,19,5,100632,74,370
622,06-09-2023,4,2,100778,45,90
623,17-11-2023,14,3,100919,14,42
624,03-05-2023,5,7,100128,41,287
625,21-05-2023,9,6,100317,96,576
626,14-08-2023,16,2,100243,21,42
627,09-02-2023,8,6,100756,23,138
628,27-05-2023,3,2,100439,13,26
629,01-05-2023,10,2,100776,79,158
630,20-05-2023,20,2,100250,87,174
631,21-06-2023,18,3,100635,39,117
632,13-06-2023,14,2,100082,14,28
633,04-10-2023,9,4,100062,96,384
634,11-02-2023,7,9,100141,27,243
635,12-03-2023,1,6,100384,91,546
636,19-03-2023,1,1,100511,91,91
637,29-04-2023,19,8,100304,74,592
638,16-07-2023,17,7,100207,37,259
639,22-12-2023,4,3,100156,45,135
640,20-03-2023,17,1,100385,37,37
641,28-12-2023,1,5,100210,91,455
642,20-04-2023,13,4,100658,64,256
643,02-02-2023,7,8,100039,27,216
644,01-08-2023,11,1,100244,21,21
645,28-07-2023,14,1,100946,14,14
646,19-06-2023,12,4,100743,85,340
647,05-10-2023,4,8,100613,45,360
648,27-08-2023,5,5,100969,41,205
649,01-08-2023,14,2,100455,14,28
650,01-02-2023,19,6,100757,74,444
651,16-04-2023,9,5,100899,96,480
652,04-08-2023,9,2,100337,96,192
653,19-07-2023,18,3,100138,39,117
654,27-10-2023,14,9,100285,14,126
655,23-12-2023,19,7,100326,74,518
656,11-01-2023,12,7,100660,85,595
657,22-10-2023,20,6,100806,87,522
658,14-07-2023,9,8,100779,96,768
659,02-09-2023,13,4,100041,64,256
660,04-01-2023,7,8,100534,27,216
661,30-06-2023,14,4,100811,14,56
662,02-06-2023,18,8,100425,39,312
663,19-07-2023,18,9,100664,39,351
664,03-08-2023,16,3,100833,21,63
665,03-10-2023,6,3,100296,38,114
666,07-10-2023,12,2,100769,85,170
667,05-11-2023,18,3,100025,39,117
668,23-04-2023,18,3,100235,39,117
669,07-09-2023,16,5,100868,21,105
670,23-04-2023,9,5,100751,96,480
671,20-05-2023,10,2,100340,79,158
672,12-08-2023,19,6,100351,74,444
673,06-09-2023,12,5,100249,85,425
674,15-01-2023,13,6,100211,64,384
675,19-07-2023,5,1,100553,41,41
676,22-06-2023,4,5,100056,45,225
677,09-12-2023,8,9,100929,23,207
678,14-12-2023,15,2,100940,13,26
679,27-07-2023,6,1,100681,38,38
680,26-03-2023,4,9,100255,45,405
681,28-08-2023,7,9,100821,27,243
682,07-03-2023,17,9,100704,37,333
683,15-11-2023,13,6,100713,64,384
684,01-10-2023,11,8,100737,21,168
685,14-01-2023,18,1,100228,39,39
686,21-07-2023,20,4,100623,87,348
687,31-10-2023,2,1,100894,24,24
688,16-10-2023,6,8,100391,38,304
689,06-12-2023,13,1,100534,64,64
690,14-01-2023,1,3,100330,91,273
691,12-02-2023,3,4,100188,13,52
692,26-11-2023,5,8,100453,41,328
693,08-08-2023,16,6,100645,21,126
694,11-03-2023,20,7,100007,87,609
695,25-08-2023,14,8,100067,14,112
696,04-04-2023,3,2,100891,13,26
